"","grpvar","term","grp","condval","condsd"
"176","FlightNumber:FlightOrigin","(Intercept)","FlightNo_62:State_C",-0.290789297227655,0.0779505089035192
"177","FlightNumber:FlightOrigin","(Intercept)","FlightNo_63:State_E",-0.502195737237897,0.0699025536026043
"178","FlightNumber:FlightOrigin","(Intercept)","FlightNo_64:State_E",-0.629780938827223,0.0722620380413886
"179","FlightNumber:FlightOrigin","(Intercept)","FlightNo_65:State_E",-0.494253909793629,0.0916107907465549
"180","FlightNumber:FlightOrigin","(Intercept)","FlightNo_66:State_B",0.335786772510497,0.0472005813239398
"181","FlightNumber:FlightOrigin","(Intercept)","FlightNo_67:State_C",0.0260853093254861,0.0680695459880504
"182","FlightNumber:FlightOrigin","(Intercept)","FlightNo_68:State_C",-0.291427944103526,0.0555965327481704
"183","FlightNumber:FlightOrigin","(Intercept)","FlightNo_69:State_F",0.261011855594039,0.0707881099304125
"184","FlightNumber:FlightOrigin","(Intercept)","FlightNo_7:State_E",0.310376820108858,0.0382139335482481
"185","FlightNumber:FlightOrigin","(Intercept)","FlightNo_70:State_E",0.129815103928993,0.1102965500821
"186","FlightNumber:FlightOrigin","(Intercept)","FlightNo_71:State_E",-0.138433021638279,0.181747320106302
"187","FlightNumber:FlightOrigin","(Intercept)","FlightNo_72:State_C",0.10861147998966,0.159214952709335
"188","FlightNumber:FlightOrigin","(Intercept)","FlightNo_73:State_E",0.128862266288441,0.133404393117027
"189","FlightNumber:FlightOrigin","(Intercept)","FlightNo_74:State_E",0.260992596523218,0.123493111054855
"190","FlightNumber:FlightOrigin","(Intercept)","FlightNo_75:State_E",0.0428786441633095,0.0490414724403593
"191","FlightNumber:FlightOrigin","(Intercept)","FlightNo_76:State_E",0.0341328524907436,0.0996806933702897
"192","FlightNumber:FlightOrigin","(Intercept)","FlightNo_77:State_C",-0.116053239381071,0.0915489319508516
"193","FlightNumber:FlightOrigin","(Intercept)","FlightNo_78:State_E",-0.139198708417519,0.0993944639074041
"194","FlightNumber:FlightOrigin","(Intercept)","FlightNo_79:State_B",0.360678733149569,0.0521676669850768
"195","FlightNumber:FlightOrigin","(Intercept)","FlightNo_8:State_E",0.118056455324626,0.0394802733002147
"196","FlightNumber:FlightOrigin","(Intercept)","FlightNo_80:State_E",-0.0536843217591589,0.133636575433575
"197","FlightNumber:FlightOrigin","(Intercept)","FlightNo_81:State_B",-0.0729796686424153,0.246780646084532
"198","FlightNumber:FlightOrigin","(Intercept)","FlightNo_82:State_E",-0.313455590436877,0.0693737995084182
"199","FlightNumber:FlightOrigin","(Intercept)","FlightNo_83:State_E",-0.00237861251572144,0.255309751466893
"200","FlightNumber:FlightOrigin","(Intercept)","FlightNo_84:State_E",0.207895185198404,0.234933879901015
"201","FlightNumber:FlightOrigin","(Intercept)","FlightNo_85:State_E",-0.128771085236001,0.158374457271325
"202","FlightNumber:FlightOrigin","(Intercept)","FlightNo_86:State_B",-0.0796201917304112,0.0566136632463779
"203","FlightNumber:FlightOrigin","(Intercept)","FlightNo_87:State_E",-0.0970359060436326,0.244057233679775
"204","FlightNumber:FlightOrigin","(Intercept)","FlightNo_88:State_E",0.268561703789953,0.0692357522121112
"205","FlightNumber:FlightOrigin","(Intercept)","FlightNo_89:State_C",-0.00917526983289663,0.167579825661327
"206","FlightNumber:FlightOrigin","(Intercept)","FlightNo_9:State_E",0.000909217597841698,0.0573845953316338
"207","FlightNumber:FlightOrigin","(Intercept)","FlightNo_90:State_B",-0.00818135798667379,0.0601756394988464
"208","FlightNumber:FlightOrigin","(Intercept)","FlightNo_91:State_E",0.196639729762917,0.191738197504455
"209","FlightNumber:FlightOrigin","(Intercept)","FlightNo_92:State_B",0.155835861508878,0.146730120239834
"210","FlightNumber:FlightOrigin","(Intercept)","FlightNo_93:State_B",-0.157147749448168,0.0837180911965797
"211","FlightNumber:FlightOrigin","(Intercept)","FlightNo_94:State_E",0.0415330843537478,0.061524833851766
"212","FlightNumber:FlightOrigin","(Intercept)","FlightNo_95:State_E",-0.0480098618901287,0.249692456325905
"213","FlightNumber:FlightOrigin","(Intercept)","FlightNo_96:State_B",0.0594303053724864,0.246979655377129
"214","FlightNumber:FlightOrigin","(Intercept)","FlightNo_97:State_B",0.39246750337008,0.172028880846145
"215","FlightNumber:FlightOrigin","(Intercept)","FlightNo_98:State_E",0.0330166665211956,0.0843878770813916
"216","FlightNumber:FlightOrigin","(Intercept)","FlightNo_99:State_D",0.182807124408861,0.246161521831523
"217","FlightNumber:FlightOrigin","(Intercept)","FlightNo_NA:Itinerant/Other",-0.0660744235441598,0.0751556095360852
"218","FlightOrigin","(Intercept)","Itinerant/Other",-0.00391711322377117,0.060528353629395
"219","FlightOrigin","(Intercept)","State_A",-0.0211109338979991,0.0581719740058328
"220","FlightOrigin","(Intercept)","State_B",0.0420899864722444,0.0377915923265973
"221","FlightOrigin","(Intercept)","State_C",0.0518127996833334,0.0437742510638435
"222","FlightOrigin","(Intercept)","State_D",0.00415344975685931,0.0543267982511425
"223","FlightOrigin","(Intercept)","State_E",-0.0712759415008093,0.0256919849781391
"224","FlightOrigin","(Intercept)","State_F",0.0133307671934939,0.0531867021241975
